/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_4863.smt2 44 0 0 696 20 0 0 295
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_2837.smt2 93 0 0 942 20 0 0 291
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1997.smt2 80 0 0 887 20 0 0 301
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_2495.smt2 66 0 0 751 17 0 0 260
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14302.smt2 1952 0 0 30119 368 0 0 7129
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1292.smt2 60 0 0 774 20 0 0 292
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_276.smt2 125 0 0 3993 21 0 0 233
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_4952.smt2 100 0 0 1008 20 0 0 313
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_6666.smt2 72 0 0 859 16 0 0 283
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_4413.smt2 12614 0 0 383353 279 0 0 20644
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14165.smt2 136483735 0 0 9534017225 48 0 0 508
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_7001.smt2 124504 0 0 3570891 311 0 0 5964
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_5493.smt2 57 0 0 851 20 0 0 327
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_6965.smt2 13652 0 0 2402072 272 0 0 3997
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_5431.smt2 172 0 0 1760 129 0 0 931
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_10322.smt2 445 0 0 23534 57 0 0 1425
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14387.smt2 540 0 0 59822 101 0 0 2765
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_16382.smt2 299 0 0 8703 186 0 0 4775
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_8281.smt2 40853 0 0 3398743 485 0 0 9803
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_11845.smt2 234 0 0 28752 44 0 0 2873
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_212.smt2 117502 0 0 3196300 269 0 0 4034
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14488.smt2 4539 0 0 36906 195 0 0 4410
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_16857.smt2 229 0 0 27860 44 0 0 2934
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1578.smt2 98 0 0 946 20 0 0 286
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14887.smt2 64 0 0 1683 9 0 0 994
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1688.smt2 82 0 0 933 20 0 0 317
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14126.smt2 1781 0 0 232502 157 0 0 9162
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_102.smt2 258 0 0 23295 58 0 0 4312
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_14712.smt2 537 0 0 5663 262 0 0 2257
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_7623.smt2 165 0 0 1908 93 0 0 907
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_13362.smt2 4062 0 0 26997 99 0 0 2469
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1101.smt2 58 0 0 738 20 0 0 279
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_16292.smt2 404 0 0 9602 61 0 0 4172
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_85.smt2 115827 0 0 3134717 262 0 0 3851
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_4874.smt2 791482534365815468772530594 0 0 136722325765119268770725239075 168 0 0 1345
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_17808.smt2 1074 0 0 10814 10 0 0 658
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_2226.smt2 77 0 0 866 17 0 0 279
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_8478.smt2 181 0 0 1810 120 0 0 912
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_5349.smt2 24 0 0 698 20 0 0 332
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_8861.smt2 2225109075698729870247512856267894 0 0 278921581468430954972208294814705839 240 0 0 2387
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_264.smt2 125251 0 0 3631251 341 0 0 5247
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_10033.smt2 43 0 0 701 15 0 0 272
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_8819.smt2 70 0 0 445 35 0 0 157
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_13591.smt2 150953613 0 0 10541081801 55 0 0 954
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_5574.smt2 77 0 0 893 20 0 0 306
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1872.smt2 78 0 0 875 20 0 0 298
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_8461.smt2 1080 0 0 5064 188 0 0 677
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_13384.smt2 4372 0 0 30115 150 0 0 3557
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_1013.smt2 85 0 0 921 43 0 0 373
/raid/steuber/Benchmarks/srem_sdiv_mul_sat/QF_BV/Sage2/bench_12890.smt2 1960 0 0 30151 366 0 0 7115
